STA_SEQ,Station_Na,Strahler,StrMi,SqMi,Dam,Div,ICCnt,ICSum,POTW,IC_Avg,SD_Pct,Q99,DIV_CFS,POTW_CFS,DivQ99,POTWQ99,DamStrMi,ICMetric,DIVMetric,DAMMetric,STPMetric,SumMetric,HSI,InState,Len_Miles
16932,Old Stone Mill Brook,3,12.928506,3.423152,1,0,9854,8793,0,0.892327989,4.844581086,0.086558634,0,0,0,0,0.077348458,1,1,2,1,5,1,1,0.111
16299,Hunts brook,3,11.02027,2.738623,0,0,7870,1733,0,0.220203304,4.744671822,0.065330045,0,0,0,0,0,1,1,1,1,4,1,1,0.13
16306,Carr Brook,3,5,1.53,0,0,4593,285,0,0.062050947,4.705983763,0.032088387,0,0,0,0,0,1,1,1,1,4,1,1,0.138
16122,Early Brook,2,5.69,2.286043,0,0,6698,1827,0,0.27276799,4.427300367,0.050666928,0,0,0,0,0,1,1,1,1,4,1,1,0.265
18590,"Lyman Brook, Unnamed tributary to",2,2.63,0.92,0,0,2689,6509,0,2.420602454,4.347826087,0.016627712,0,0,0,0,0,2,1,1,1,5,1,1,0.271
14478,"Lyman Brook, Unnamed tributary to",2,2.63,0.92,0,0,2689,6509,0,2.420602454,4.347826087,0.016627712,0,0,0,0,0,2,1,1,1,5,1,1,0.271
16747,HOLLENBECK RIVER,3,14.35,5.122790531,0,0,15149,3716,0,0.245296719,4.144853066,0.130542316,0,0,0,0,0,1,1,1,1,4,1,1,0.217
15839,"Deep Brook, tributary to (""Oil Creek"" or ""Meeker Brook"")",3,14.39495934,4.900511441,0,0,14859,121434,0,8.172420755,4.018730774,0.121787209,0,0,0,0,0,3,1,1,1,6,2,1,0.187
17462,burnap brook,4,16.094381,7.068169,0,0,20341,30163,0,1.482867116,3.996912453,0.189466415,0,0,0,0,0,1,1,1,1,4,1,1,0.267
15304,Eagleville Brook,2,3.179677,1.585123,0,0,4553,75097,3,16.49396003,3.940856602,0.030633418,0,4.641,0,0,0,3,1,1,1,6,2,1,0.111
17112,"TENMILE RIVER, tributary to",2,2.250728,0.974009,0,0,2797,720,0,0.257418663,3.937555931,0.016952354,0,0,0,0,0,1,1,1,1,4,1,1,0.251
16381,Colebrook Brook,2,5.76,2.64,0,0,7677,7455,0,0.971082454,3.701644561,0.055140379,0,0,0,0,0,1,1,1,1,4,1,1,0.699
15794,West Branch Farmington River,6,454.079877,232.974873,22,427.86,679972,718192,3.5,1.056208197,3.337516021,12.05308736,661.9972502,5.415300275,54.92345904,0.449287399,0.048449626,1,3,2,2,8,2,1,0.344
15509,Gunn Brook,2,5.433126747,2.212129366,0,0,6557,3310,0,0.504804026,3.285499374,0.041893493,0,0,0,0,0,1,1,1,1,4,1,1,0.374
15519,Bee Brook,3,11.90770389,4.699805014,1,0,14185,17879,0,1.260415932,3.280535734,0.104508958,0,0,0,0,0.083979247,1,1,2,1,5,1,1,0.388
15014,Clark Creek,4,9.38,2.669166,0,0,8062,11064,0,1.372364178,3.177694393,0.051745963,0,0,0,0,0,1,1,1,1,4,1,1,0.283
16696,GOODHILL BROOK (Good Hill Brook),3,5.83,1.903574372,0,0,5808,4807,0,0.827651515,3.151965107,0.034187017,0,0,0,0,0,1,1,1,1,4,1,1,0.409
15529,Macedonia Brook,4,37.70174174,16.71874357,3,0,50247,10183,0,0.202658865,3.076328247,0.472295266,0,0,0,0,0.079571921,1,1,2,1,5,1,1,0.095
16843,MILL BROOK,3,10.59,4.140619842,2,0,12606,4967,0,0.394018721,3.046036162,0.086324963,0,0,0,0,0.188857413,1,1,3,1,6,2,1,0.35
16330,Naromiyocknowhusunkatankshunk Brook (FKA Morrisey),2,7.83,2.779886406,0,0,8377,2977,0,0.35537782,3.014849975,0.052941882,0,0,0,0,0,1,1,1,1,4,1,1,0.078
16258,West Branch Farmington River,5,230.309997,125.619223,5,0,365886,165078,0,0.451173316,2.811175373,5.22238481,0,0,0,0,0.02170987,1,1,2,1,5,1,1,0.282
15515,Beaver Brook,4,13.34,6.131976,0,0,18127,9645,0,0.532079219,2.772352664,0.132613726,0,0,0,0,0,1,1,1,1,4,1,1,0.471
16126,Hall Meadow Brook,3,23.70766304,10.22014198,1,0,30529,11875,0,0.388974418,2.693861293,0.243030993,0,0,0,0,0.042180454,1,1,2,1,5,1,1,0.23
16819,Lowden Brook,2,4.895279,2.41816,1,0,6956,5983,0,0.860120759,2.47780522,0.04049308,0,0,0,0,0.204278449,1,1,3,1,6,2,1,0.453
15532,Jericho Brook,1,1.53,0.672033827,0,0,1991,2506,0,1.258663988,2.46799338,0.008538061,0,0,0,0,0,1,1,1,1,4,1,1,0.291
16383,North Brook,3,3.28,1.517328,0,0,4432,2327,0,0.525045126,2.436727421,0.022802541,0,0,0,0,0,1,1,1,1,4,1,1,0.059
16121,Flat Brook,2,5.3,2.49,0,0,7338,5681,0,0.774189152,2.425508232,0.041509813,0,0,0,0,0,1,1,1,1,4,1,1,0.177
15520,Bonemill Brook,3,5.561781,2.486112,1,0,7164,1403,0,0.195840313,2.38410596,0.04107339,0,0,0,0,0.179798521,1,1,3,1,6,2,1,0.222
16913,"Chatfield Hollow Brook, tributary to",2,1.690614,0.441114,0,0,1267,286,0,0.225730071,2.297818704,0.004940193,0,0,0,0,0,1,1,1,1,4,1,1,0.192
16387,Hurricane Brook,2,3.81,1.328813,0,0,3888,575,0,0.147890947,2.257654012,0.018678187,0,0,0,0,0,1,1,1,1,4,1,1,0.242
14842,Indian Meadow Brook,3,9.88,4.36,0,0,12770,11172,0,0.87486296,2.241362762,0.078750536,0,0,0,0,0,1,1,1,1,4,1,1,0.139
16288,Branch Brook,3,15.657109,4.891189,0,0,14062,1754,0,0.124733324,2.238136097,0.09048069,0,0,0,0,0,1,1,1,1,4,1,1,0.232
16106,Branch Brook,3,15.657109,4.891189,0,0,14062,1754,0,0.124733324,2.238136097,0.09048069,0,0,0,0,0,1,1,1,1,4,1,1,0.232
15017,Fivemile Brook,2,5.294482407,1.798038483,0,0,5471,8164,0,1.492231768,2.235850724,0.026832787,0,0,0,0,0,1,1,1,1,4,1,1,0.035
18791,"Hubbard Brook, Unnamed tributary to",2,1.67,0.33,0,0,1030,412,0,0.4,2.210902527,0.003406336,0,0,0,0,0,1,1,1,1,4,1,1,0.134
16761,"Hubbard Brook, Unnamed tributary to",2,1.67,0.33,0,0,1030,412,0,0.4,2.210902527,0.003406336,0,0,0,0,0,1,1,1,1,4,1,1,0.134
16594,Cranberry Meadow Brook,3,7.735486,2.477425,0,0,7142,3796,0,0.531504,2.156605,0.038884,0,0,0,0,0,1,1,1,1,4,1,1,0.128
15063,Spruce Brook,3,8.602454449,2.901410137,0,0,8894,7739,0,0.870137171,2.119944887,0.046700704,0,0,0,0,0,1,1,1,1,4,1,1,0.059
15701,Bakersville Brook,3,14.06,5.358715,0,0,15736,20495,0,1.302427555,2.047453729,0.096652054,0,0,0,0,0,1,1,1,1,4,1,1,0.267
16431,Sprain Brook,3,23.62621739,10.59607298,1,0,31559,20479,0,0.648911562,1.954360949,0.216026773,0,0,0,0,0.042325861,1,1,2,1,5,1,1,0.118
15024,Wood Creek,2,5.39,2.72,0,0,8065,3490,0,0.432734036,1.870281008,0.040538679,0,0,0,0,0,1,1,1,1,4,1,1,0.24
16116,Kettle Brook,3,4.77,1.73727,0,0,5160,437,0,0.084689922,1.726847295,0.0225958,0,0,0,0,0,1,1,1,1,4,1,1,0.219
15315,Burnham Brook,1,2.52,1.19,0,0,3435,432,0,0.125764192,1.680672269,0.014079829,0,0,0,0,0,1,1,1,1,4,1,1,0.769
17148,"HALL MEADOW BROOK, tributary to",2,3.88,1.49486566,0,0,4453,471,0,0.10577139,1.644575793,0.018370071,0,0,0,0,0,1,1,1,1,4,1,1,0.167
16922,NORTH BROOK,2,2.21,1.217780226,0,0,3573,1242,0,0.347607053,1.642332465,0.014312548,0,0,0,0,0,1,1,1,1,4,1,1,0.113
14840,Mountain Brook,2,2.8,0.811033,0,0,2519,353,0,0.140134974,1.568313183,0.008536959,0,0,0,0,0,1,1,1,1,4,1,1,0.167
16316,Jim Brook,2,2.95,1.28,1,0,3762,2550,0,0.677830941,1.5625,0.01482828,0,0,0,0,0.338983051,1,1,3,1,6,2,1,0.231
17949,lievre Brook - Dup of 17948?,2,3.19,1.307166,0,0,3824,3614,0,0.945083682,1.539906359,0.015100038,0,0,0,0,0,1,1,1,1,4,1,1,0.044
17948,lievre Brook,2,3.19,1.307166,0,0,3824,3614,0,0.945083682,1.539906359,0.015100038,0,0,0,0,0,1,1,1,1,4,1,1,0.044
16525,BONNEY BROOK,2,3.819921268,1.327626563,0,0,4010,113,0,0.028179551,1.506447713,0.015218153,0,0,0,0,0,1,1,1,1,4,1,1,0.306
15035,Spruce Brook,4,15.41245445,5.309351764,0,0,16160,9537,0,0.590160891,1.416299566,0.079379749,0,0,0,0,0,1,1,1,1,4,1,1,0.024
16078,South Mountain Brook,2,4.54,2.16,1,0,6284,116998,0,18.61839593,1.388888889,0.026376789,0,0,0,0,0.220264317,3,1,3,1,8,2,1,0.447
16697,GOODWIN BROOK,2,3.179117,0.888975,0,0,2558,270,0,0.105551212,1.369067073,0.008911769,0,0,0,0,0,1,1,1,1,4,1,1,0.096
15244,Cobble Brook,3,5.68,2.199466676,0,0.25,6551,2724,0,0.415814379,1.363967017,0.026718265,0.386807163,0,14.4772562,0,0,1,3,1,1,6,2,1,0.041
14880,Sages Ravine Brook,2,7.14,3.5,0,0,10373,437,0,0.042128603,1.343934675,0.046614077,0,0,0,0,0,1,1,1,1,4,1,1,0.513
15505,Sages Ravine Brook,2,7.14,3.5,0,0,10373,437,0,0.042128603,1.343934675,0.046614077,0,0,0,0,0,1,1,1,1,4,1,1,0.513
17002,RESERVOIR BROOK,3,4.426599,1.29,0,0,3891,121,0,0.031097404,1.340773515,0.013858489,0,0,0,0,0,1,1,1,1,4,1,1,0.205
17134,"TRANSYLVANIA BROOK, tributary to",1,1.33,0.76,0,0,2207,1522,0,0.689623924,1.315789474,0.007221543,0,0,0,0,0,1,1,1,1,4,1,1,0.407
16191,Hall Meadow Brook,2,9.897915316,3.8030333,1,0,11526,4892,0,0.42443172,1.286490146,0.050436394,0,0,0,0,0.101031376,1,1,3,1,6,2,1,0.102
16297,Stony Brook,3,9.859314,2.945003,1,2.2,8478,6265,0,0.738971456,1.281446972,0.036903352,3.4034,0,92.22468569,0,0.101426935,1,3,3,1,8,2,1,0.076
16535,BUCK BROOK,2,3.24,1.63,0,0,4757,615,0,0.129283162,1.226993865,0.017606251,0,0,0,0,0,1,1,1,1,4,1,1,0.286
17917,Buck Brook,2,3.24,1.63,0,0,4757,615,0,0.129283162,1.226993865,0.017606251,0,0,0,0,0,1,1,1,1,4,1,1,0.286
16393,Taylor Brook,2,3.24,2.05,0,0,5981,4660,0,0.779133924,1.172457866,0.022730273,0,0,0,0,0,1,1,1,1,4,1,1,0.487
17945,GULF STREAM,3,6.34,2.647166,0,0,7776,5997,0,0.771219136,1.138165584,0.030542833,0,0,0,0,0,1,1,1,1,4,1,1,0.093
17167,Wachocastinook Creek,2,9.16,5.4,2,0,15819,1136,0,0.071812378,1.111111111,0.071704649,0,0,0,0,0.218340611,1,1,3,1,6,2,1,0.425
16610,DENMAN BROOK,2,3.78,1.885850993,0,0,5544,969,0,0.17478355,1.060529176,0.019527617,0,0,0,0,0,1,1,1,1,4,1,1,0.306
17179,WEST ASPETUCK RIVER,3,15.86,5.811370082,0,0,17646,6275,0,0.35560467,1.038280919,0.075757977,0,0,0,0,0,1,1,1,1,4,1,1,0.039
17028,SAP TREE RUN,1,1.091046,0.542129,0,0,1561,2164,0,1.386290839,1,0.004173246,0,0,0,0,0,1,1,1,1,4,1,1,0.333
16532,BROWNS BROOK,2,1.52693,0.625579,0,0,1797,62,0,0.034501948,1,0.004965536,0,0,0,0,0,1,1,1,1,4,1,1,0.138
16705,GREEN BROOK,2,1.745394,0.768528,0,0,2210,2255,0,1.020361991,1,0.006374989,0,0,0,0,0,1,1,1,1,4,1,1,0.07
16735,HERRIDEAN BROOK,2,2.845913,0.787316,0,0,2270,978,0,0.430837004,1,0.006564696,0,0,0,0,0,1,1,1,1,4,1,1,0.211
17816,INDIAN HUT BROOK,2,2.908003,1.13155,0,0,3254,2111,0,0.648740012,1,0.010196833,0,0,0,0,0,1,1,1,1,4,1,1,0.221
17014,RUBY BROOK,3,5.314389,1.451405,1,0,4170,8367,0,2.00647482,1,0.013795186,0,0,0,0,0.188168386,2,1,3,1,7,2,1,0.149
18735,Leadmine Brook,3,5.887261,1.70202,0,0,4896,851,0,0.173815359,1,0.01673841,0,0,0,0,0,1,1,1,1,4,1,1,0.143
18736,Leadmine Brook,3,6.837142,1.965965,0,0,5651,873,0,0.154485932,1,0.019940239,0,0,0,0,0,1,1,1,1,4,1,1,0.074
14866,Stickney Hill Brook,3,4.967956,2.325279,0,0,6687,838,0,0.125317781,1,0.024447665,0,0,0,0,0,1,1,1,1,4,1,1,0.162
15003,Wappoquia Brook,2,8.54319,4.330086,0,0,12464,16399,0,1.315709243,1,0.052008033,0,0,0,0,0,1,1,1,1,4,1,1,0.439
14863,Rocky Brook,4,14.00714,4.839437,0,0,13923,4129,0,0.29655965,1,0.059526372,0,0,0,0,0,1,1,1,1,4,1,1,0.242
16108,Knowlton Brook,4,25.259631,6.852461,1,0,19727,8248,0,0.418107163,1,0.090803236,0,0,0,0,0.03958886,1,1,2,1,5,1,1,0.072
14740,Quaker Brook,2,7.944643206,5.033703514,1,0,14479,2538,0,0.175288349,0.969703537,0.061479713,0,0,0,0,0.125870977,1,1,3,1,6,2,1,0.288
16527,BRADFORD BROOK,2,2.98,1.11,0,0,3316,1030,0,0.310615199,0.900900901,0.009451428,0,0,0,0,0,1,1,1,1,4,1,1,0.347
17155,"NAUGATUCK RIVER, tributary to",2,2.9,1.146399805,0,0,3413,4769,0,1.397304424,0.872296031,0.009670577,0,0,0,0,0,1,1,1,1,4,1,1,0.098
15001,Beach Brook,3,5.36,1.16,0,0,3568,224,0,0.062780269,0.862068966,0.009751939,0,0,0,0,0,1,1,1,1,4,1,1,0.309
15998,"Town Farm Brook (""Clatter Valley Brook"")",3,6.44,3.07368803,1,0,9089,30607,0,3.36747717,0.83763836,0.031376994,0,0,0,0,0.155279503,2,1,3,1,7,2,1,0.133
16599,CROSS BROOK,2,2.92,1.127199128,3,0,3361,3336,0,0.992561738,0.833426762,0.009259231,0,0,0,0,1.02739726,1,1,3,1,6,2,1,0.126
16117,Roaring Brook,2,5.42,1.67,0,0,4948,507,0,0.102465643,0.598802395,0.012633328,0,0,0,0,0,1,1,1,1,4,1,1,0.227
14845,Bull Mountain Brook,3,4.23,1.933583425,1,0,5719,1810,0,0.316488897,0.587297638,0.014946762,0,0,0,0,0.236406619,1,1,3,1,6,2,1,0.049
15700,Nepaug River,3,9.35,4.3,0,0,12644,8791,0,0.695270484,0.585419821,0.039379246,0,0,0,0,0,1,1,1,1,4,1,1,0.351
17157,"ROCK BROOK, tributary to",2,1.9,0.79,0,0,2352,799,0,0.339710884,0.543500123,0.004848742,0,0,0,0,0,1,1,1,1,4,1,1,0.124
15240,Hubbard Brook,3,39.51,20.612647,0,0,60105,11333,0,0.188553365,0.48423698,0.239968091,0,0,0,0,0,1,1,1,1,4,1,1,0.206
16114,Rugg Brook,2,4.62,2.25,0,0,6558,1547,0,0.23589509,0.444444444,0.015613147,0,0,0,0,0,1,1,1,1,4,1,1,0.329
16528,BRANCH BROOK,3,10.170466,2.745081,1,6.64,7908,595,0,0.075240263,0.372812314,0.018193215,10.27359824,0,564.6939246,0,0.098323912,1,3,2,1,7,2,1,0.102
17201,Willys Meadow Brook,3,3.617414,1.075699,0,0,3095,1319,0,0.426171,0.336124,0.005537,0,0,0,0,0,1,1,1,1,4,1,1,0.262
14453,Spruce Brook,2,4.57,2.023196025,0,0,5956,1577,0,0.264775017,0.183499538,0.008789287,0,0,0,0,0,1,1,1,1,4,1,1,0.178
18002,Gunn Brook,2,4.213126747,1.642129366,0,0,4907,2078,0,0.423476666,0.163172069,0.006430367,0,0,0,0,0,1,1,1,1,4,1,1,0.078
16583,COMSTOCK BROOK,4,14.01,3.559103,1,0,10631,18410,0,1.731727965,0.157827904,0.016173639,0,0,0,0,0.071377587,1,1,2,1,5,1,1,0.45
16498,BEEBE BROOK,3,5.78,2.580321524,1,0,7794,402,0,0.051578137,0.080072105,0.007776724,0,0,0,0,0.173010381,1,1,3,1,6,2,1,0.331
15062,Jefferson Hill Brook,3,6.56,2.35,0,0,7078,1798,0,0.254026561,0.053576192,0.005670177,0,0,0,0,0,1,1,1,1,4,1,1,0.093
15570,Ratlum Brook,4,10.82,3.238909,0,15.9,9702,3406,0,0.351061637,0.046846183,0.007823367,24.60093554,0,3144.545667,0,0,1,3,1,1,6,2,1,0.109
16089,Morgan Brook,3,12.01,6.78284,1,0,19770,41061,0,2.07693475,0.020941906,0.012794186,0,0,0,0,0.083263947,2,1,2,1,6,2,1,0.187
16623,EAST BRANCH LEADMINE BROOK,2,2.96,0.692970048,0,0,2055,17119,0,8.330413625,0.004658656,0.000552728,0,0,0,0,0,3,1,1,1,6,2,1,0.364
17088,STORE HOUSE BROOK,2,0.76,0.14,0,0,460,0,0,0,0,7.92892E-05,0,0,0,0,0,1,1,1,1,4,1,1,0.086
17147,"EAST BR. SHEPAUG RIVER, tributary to",1,0.46,0.33,0,0,978,291,0,0.297546012,0,0.000224558,0,0,0,0,0,1,1,1,1,4,1,1,0.14
16714,GULF STREAM,2,1.33,0.511589626,0,0,1533,1876,0,1.223744292,0,0.000382386,0,0,0,0,0,1,1,1,1,4,1,1,0.147
16331,Sumner Brook,2,1.91,0.6,1,0,1787,41,0,0.022943481,0,0.000464038,0,0,0,0,0.523560209,1,1,3,1,6,2,1,0.273
17120,TODD HOLLOW BROOK,2,2.41,0.614801161,0,0,1957,7694,0,3.931527849,0,0.000477972,0,0,0,0,0,2,1,1,1,5,1,1,0.065
17130,"EAST SPRING BROOK, tributary to",2,2.609704364,0.666722626,0,0,2062,7634,0,3.702230844,0,0.000527414,0,0,0,0,0,2,1,1,1,5,1,1,0.101
17151,"LAKE WARAMAUG BROOK, tributary to",2,1.385885966,0.683357447,0,0,2086,748,0,0.358581016,0,0.000543433,0,0,0,0,0,1,1,1,1,4,1,1,0.038
14500,Worden Brook,1,1.31,0.8,0,0,2325,121,0,0.052043011,0,0.000658024,0,0,0,0,0,1,1,1,1,4,1,1,0.239
14819,Mallory Brook,1,0.77,0.84,0,0,2436,0,0,0,0,0.00069818,0,0,0,0,0,1,1,1,1,4,1,1,0.235
16854,MINE BROOK,1,1.92,0.89,0,0,2585,721,0,0.278916828,0,0.000748953,0,0,0,0,0,1,1,1,1,4,1,1,0.586
16125,Whiting Brook,2,2.31,0.934519626,0,0,2720,69,0,0.025367647,0,0.000794678,0,0,0,0,0,1,1,1,1,4,1,1,0.37
16972,PITCH BROOK,2,3.179631718,0.939821812,0,0,2810,1061,0,0.377580071,0,0.000800156,0,0,0,0,0,1,1,1,1,4,1,1,0.098
17166,WACCABUC RIVER,2,2.286767199,0.992542593,0,0,2862,483,0,0.168763103,0,0.000854974,0,0,0,0,0,1,1,1,1,4,1,1,0.155
16862,MOOSEHORN BROOK,2,3.44,1.023881717,1,0,3181,1772,0,0.557057529,0,0.00088786,0,0,0,0,0.290697674,1,1,3,1,6,2,1,0.138
16857,MOHAWK POND OUTFLOW,2,2.76,1.11505168,0,0,3418,765,0,0.223815097,0,0.000984738,0,0,0,0,0,1,1,1,1,4,1,1,0.147
17035,SECOND HILL BROOK,1,1.76,1.23,0,0,3559,8158,0,2.292216915,0,0.001109312,0,0,0,0,0,2,1,1,1,5,1,1,0.498
16123,Muddy Brook,2,3.53,1.32,0,0,3872,1607,0,0.415030992,0,0.001208617,0,0,0,0,0,1,1,1,1,4,1,1,0.121
17133,"TRANSYLVANIA BROOK, tributary to",2,1.98,1.338038475,0,0,3965,941,0,0.237326608,0,0.001228699,0,0,0,0,0,1,1,1,1,4,1,1,0.211
16965,PICKETT BROOK,2,4.94,1.428223139,0,0,4434,6249,0,1.409336942,0,0.001329958,0,0,0,0,0,1,1,1,1,4,1,1,0.083
16127,Jakes Brook,3,5.149002111,1.51790806,0,0,4733,654,0,0.138178745,0,0.001432023,0,0,0,0,0,1,1,1,1,4,1,1,0.227
16135,Sargent River,1,2.455017,1.576284,1,0,4535,15056,0,3.319955899,0,0.00149916,0,0,0,0,0.407329155,2,1,3,1,7,2,1,0.748
18270,Wewaka Brook,1,2.46,1.628038484,0,0,4721,5987,0,1.268163525,0,0.001559129,0,0,0,0,0,1,1,1,1,4,1,1,0.332
16328,Stony Brook,3,5.05,1.733857172,0,0,5323,276,0,0.05185046,0,0.001683008,0,0,0,0,0,1,1,1,1,4,1,1,0.35
19733,Pond Mountain Brook,3,6.606876359,1.88397727,1,0,5936,2492,0,0.419811321,0,0.001861527,0,0,0,0,0.151357456,1,1,3,1,6,2,1,0.129
16726,HART BROOK,2,4.96902498,1.949797259,1,0,5899,566,0,0.095948466,0,0.00194078,0,0,0,0,0.201246724,1,1,3,1,6,2,1,0.197
15680,Beaver Brook,2,3.8,1.961976,0,0,5789,1186,0,0.204871308,0,0.001955507,0,0,0,0,0,1,1,1,1,4,1,1,0.248
16124,Flat Brook,2,5.42,2.135051654,0,0,6363,919,0,0.144428729,0,0.002166879,0,0,0,0,0,1,1,1,1,4,1,1,0.187
16693,GLEN BROOK,3,4.406915294,2.299531273,2,0,6894,2780,0,0.403249202,0,0.00237119,0,0,0,0,0.453832186,1,1,3,1,6,2,1,0.131
17183,WEST BRANCH LEADMINE BROOK,2,6.2,2.328691894,0,0,7009,128172,0,18.28677415,0,0.002407746,0,0,0,0,0,3,1,1,1,6,2,1,0.158
17193,WIGWAM BROOK,3,7.85,2.688836538,0,0,8096,9041,0,1.116724308,0,0.002867043,0,0,0,0,0,1,1,1,1,4,1,1,0.215
16377,Cherry Brook,3,8.7,3.045907,0,0,9072,6389,0,0.70425485,0,0.003335649,0,0,0,0,0,1,1,1,1,4,1,1,0.072
17186,WEWAKA BROOK,2,6.727208726,3.262210745,1,0,9616,10701,0,1.112832779,0,0.003625392,0,0,0,0,0.148650063,1,1,3,1,6,2,1,0.143
16758,HOWELL'S BROOK,3,9.87,4.337909,2,0,12656,1844,0,0.145701643,0,0.005124154,0,0,0,0,0.202634245,1,1,3,1,6,2,1,0.25
16385,Beaver Brook,4,11.48,4.981976,0,0,14792,7061,0,0.477352623,0,0.006061991,0,0,0,0,0,1,1,1,1,4,1,1,0.387
15274,Sargent River,3,10.344668,5.348457,2,0,15405,30111,0,1.954625122,0,0.006607577,0,0,0,0,0.193336316,1,1,3,1,6,2,1,0.238
17271,Cherry Brook,4,23.018638,7.71501,0,0,23122,12808,0,0.553931321,0,0.010308969,0,0,0,0,0,1,1,1,1,4,1,1,0.025
